_id,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
66734b1786b85319e22b6759,0.0,3943,27,5,4,0,6,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b6766,1.0,12395,6,3,15,40,16,45,25,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b6741,0.0,3943,3,4,4,0,6,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b6743,1.0,7757,6,5,18,55,8,15,13,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b675b,1.0,6117,15,5,19,0,11,5,16,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b676e,0.0,3625,6,5,13,55,15,25,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b678a,0.0,3540,21,6,5,15,7,40,2,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
66734b1786b85319e22b6794,2.0,13029,18,5,19,30,4,25,8,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6770,0.0,6297,12,3,13,20,15,35,2,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
66734b1786b85319e22b678f,1.0,14781,15,5,8,25,20,45,12,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6798,2.0,15129,24,5,23,5,19,0,19,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67a5,1.0,9663,6,5,20,0,10,5,14,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b67a7,0.0,3540,12,5,5,15,7,40,2,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
66734b1786b85319e22b678c,0.0,6478,3,6,19,50,22,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b6792,1.0,6528,12,5,14,35,14,35,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b679a,0.0,5780,12,4,18,55,21,50,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b679f,1.0,12677,6,3,17,20,9,25,16,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67a1,0.0,4668,12,6,7,0,9,40,2,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b6797,2.0,11596,9,5,12,55,19,15,30,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6785,1.0,9646,27,5,13,15,22,30,9,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67a3,0.0,3971,9,4,5,55,8,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b676c,1.0,5894,24,6,10,35,21,0,10,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6776,0.0,7240,9,3,9,50,12,35,2,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b676d,0.0,5403,24,4,9,45,12,35,2,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b6778,0.0,4049,3,4,6,25,7,55,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b6773,1.0,10791,24,6,11,40,19,0,7,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b676b,0.0,3687,24,5,7,5,9,20,2,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
66734b1786b85319e22b677a,0.0,3332,21,3,8,20,10,35,2,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
66734b1786b85319e22b6795,1.0,11421,27,3,11,40,18,50,7,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6777,0.0,3898,3,4,11,40,14,30,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b6780,1.0,13712,6,3,14,5,11,25,21,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b6789,0.0,4880,21,4,20,45,23,20,2,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b678b,0.0,3257,15,5,5,55,8,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b679d,1.0,5281,27,6,7,0,12,55,5,55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67a6,1.0,27430,1,3,23,0,19,15,20,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6775,1.0,6893,21,3,5,5,10,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b677b,1.0,10844,9,6,21,10,12,0,14,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b678d,0.0,8040,18,6,7,5,8,30,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b6790,1.0,14939,9,6,20,0,8,15,12,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b67a9,1.0,13044,12,6,14,5,8,15,18,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6779,1.0,10262,15,6,17,30,12,35,19,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6783,1.0,7064,1,4,8,25,20,45,12,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6784,1.0,10703,24,5,20,25,14,25,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6799,1.0,13555,18,3,14,5,5,5,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b679b,1.0,9397,12,5,20,20,9,5,12,45,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b67a2,1.0,15554,9,5,7,5,19,0,11,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b676f,2.0,10861,21,5,5,55,19,15,13,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6772,1.0,9134,9,3,5,45,8,15,26,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b677e,1.0,5894,27,6,11,25,21,0,9,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b677f,1.0,10197,18,5,9,0,19,0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67aa,1.0,14388,6,5,20,0,12,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6796,1.0,7574,27,3,4,45,19,15,14,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b679c,1.0,17024,6,3,18,15,4,25,10,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6781,1.0,5636,24,6,2,0,7,25,5,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6774,2.0,12819,24,6,23,5,12,35,13,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b677d,1.0,13941,6,5,6,30,4,40,22,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6787,1.0,13817,12,3,16,55,10,25,17,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b6788,2.0,13748,6,3,5,55,19,15,13,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b678e,2.0,14300,12,6,20,0,12,35,16,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b679e,1.0,10348,18,5,7,5,22,30,15,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67a0,1.0,15147,3,3,15,25,1,35,10,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6771,0.0,5678,1,6,7,5,8,30,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b6786,1.0,17057,6,3,2,15,13,20,11,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6791,1.0,10262,24,6,20,55,4,25,7,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6782,2.0,13014,6,6,9,40,4,25,18,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6793,0.0,6121,1,5,6,10,8,55,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b67a8,2.0,10676,21,5,12,0,11,10,23,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b677c,0.0,7229,24,3,19,55,22,35,2,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b67a4,0.0,3100,3,5,15,0,16,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b67d7,1.0,14676,9,6,9,35,21,5,11,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b67ad,1.0,5932,21,3,11,50,19,50,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b67bb,1.0,9486,21,5,13,5,0,55,11,50,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67b9,1.0,5636,15,6,2,0,7,25,5,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67c2,2.0,9270,21,3,18,25,18,50,24,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67ce,1.0,6442,9,5,6,50,16,10,9,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67da,1.0,13044,12,6,16,30,10,5,17,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b67e6,1.0,10539,6,6,9,35,9,45,24,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b67ef,1.0,12471,12,6,16,30,4,40,12,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b67f9,1.0,7048,27,3,16,0,1,35,9,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67fd,0.0,3943,12,5,0,30,3,25,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b6811,1.0,14641,24,3,16,50,18,30,25,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6815,1.0,6349,1,5,21,50,3,35,5,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6816,0.0,4409,1,5,10,20,12,55,2,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6821,1.0,10577,9,6,19,15,4,25,9,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6823,0.0,11982,27,6,17,45,20,5,2,20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
66734b1786b85319e22b682b,0.0,5228,9,5,10,0,12,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b6832,1.0,6171,9,3,4,55,16,10,11,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b684d,1.0,14871,3,3,4,45,13,20,8,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b684f,1.0,10844,6,6,20,0,18,15,22,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6856,0.0,4878,9,5,17,0,19,35,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b685c,1.0,12242,27,3,13,0,4,25,15,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6866,2.0,13465,6,6,18,45,19,15,24,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6878,0.0,4148,12,3,20,25,23,5,2,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b68a2,1.0,9315,9,5,7,30,19,0,11,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b68ad,1.0,10262,1,6,19,15,19,0,23,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b68c4,1.0,8266,12,6,8,45,19,15,10,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b68d0,1.0,10844,18,5,8,25,16,20,7,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b68d6,1.0,14323,15,5,11,30,19,15,7,45,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b68e5,1.0,6347,18,5,6,50,12,10,5,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b68f5,1.0,6534,18,5,21,0,2,15,5,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6941,1.0,12384,6,5,9,35,19,10,9,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b694f,0.0,5048,1,6,7,45,10,40,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b695a,1.0,14151,15,5,17,0,23,35,6,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6982,1.0,5117,6,4,20,40,9,25,12,45,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b69a5,0.0,5613,3,5,21,0,23,50,2,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b69ca,1.0,7888,21,5,7,0,21,0,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b69d2,0.0,3597,3,5,13,15,15,35,2,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
66734b1786b85319e22b69e7,1.0,8576,9,5,16,50,18,30,25,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b69f1,1.0,6416,1,6,7,30,21,0,13,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b69f8,1.0,10161,21,3,7,30,19,15,11,45,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6a0b,0.0,3873,1,6,22,20,0,40,2,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6a19,1.0,7048,1,6,9,15,1,30,16,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6a24,0.0,4995,18,6,8,45,10,15,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b6a26,0.0,2753,3,6,5,45,7,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b6a47,0.0,7229,9,4,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b6a63,0.0,8666,3,3,18,5,21,10,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6a6c,1.0,11142,9,4,8,0,19,0,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6a8b,1.0,8277,18,5,17,40,23,0,5,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6a8d,0.0,4939,15,3,18,5,21,10,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
